# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_416600	Japan/DP0438/2020	Asia / Japan / Japan / 	2020-02-16	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_418504	Hangzhou/HZ79/2020	Asia / China / Zhejiang / Hangzhou	2020-01-21	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
EPI_ISL_451390	Sichuan/SC-WCH4-288/2020	Asia / China / Sichuan / 	2020-01-23	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_435135	UnitedArabEmirates/L4682/2020	Asia / United Arab Emirates / United Arab Emirates / 	2020-02-25	Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al
EPI_ISL_479887	Japan/PG-0179/2020	Asia / Japan / Kanto / 	2020-03-05	Tokyo Metropolitan Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_414588	USA/MN1-MDH1/2020	North America / USA / Minnesota / 	2020-03-05	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb et al
EPI_ISL_483547	Bahrein/BAH-06/2020	Asia / Bahrain / Bahrain / 	2020-03-07	Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
EPI_ISL_457688	Guangzhou/GZMU0075/2020	Asia / China / Guangdong / Guangzhou	2020-02-11	The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	Yanqun Wang et al
EPI_ISL_407893	Australia/NSW01/2020	Oceania / Australia / New South Wales / Sydney	2020-01-24	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al
EPI_ISL_416323	Shanghai/SH0010/2020	Asia / China / Shanghai / 	2020-01-29	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_428447	Guangdong/20SF117/2020	Asia / China / Guangdong / Shenzhen	2020-01-21	Guangdong Provincial Center for Diseases Control and Prevention;Guangdong Provincial Institute of Public Health	School of Public Health, The University of Hong Kong	Bosheng Li et al
EPI_ISL_490002	SaudiArabia/553/2020	Asia / Saudi Arabia / Saudi Arabia / 	2020-02-13	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
EPI_ISL_479819	Japan/PG-0056/2020	Asia / Japan / Hokkaido / 	2020-03-08	Hokkaido Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_455888	Sweden/20-50249/2020	Europe / Sweden / Stockholm / 	2020-03-08	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_429085	Guangzhou/GZMU0033/2020	Asia / China / Guangdong / Guangzhou	2020-02-01	The First Affiliated Hospital of Guangzhou Medical University	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	Yanqun Wang et al
EPI_ISL_428472	Guangdong/20SF753/2020	Asia / China / Guangdong / Zhuhai	2020-01-28	Guangdong Provincial Center for Diseases Control and Prevention;Guangdong Provincial Institute of Public Health	School of Public Health, The University of Hong Kong	Bosheng Li et al
EPI_ISL_419228	HongKong/HKPU60-0802/2020	Asia / Hong Kong / Hong Kong / Hong Kong	2020-02-17	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG et al
EPI_ISL_424875	USA/NE_7025/2020	North America / USA / Nebraska / 	2020-03-07	NE Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_454990	Wuhan/HB-WHCM-107/2020	Asia / China / Hubei / Wuhan	2020-03-02	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_414633	France/IDF1980/2020	Europe / France / Ile de France / Pontoise	2020-03-04	Centre Hospitalier René Dubois Laboratoire de Microbiologie - Bât A	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélnie Albert et al
EPI_ISL_403930	Wuhan/IPBCAMS-WH-03/2019	Asia / China / Hubei / Wuhan	2019-12-30	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College	Lili Ren et al
EPI_ISL_482746	Netherlands/Leiden-0001/2020	Europe / Netherlands / Netherlands / 	2020-03-03	Medical Microbiology, Leiden University Medical Center	Medical Microbiology, Leiden University Medical Center	Snijder et al
EPI_ISL_424357	Beijing/Wuhan_IME-BJ03/2020	Asia / China / Beijing / 	2020-01-28	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	Fan et al
EPI_ISL_417428	Belgium/FR-03029/2020	Europe / Belgium / Nivelles / Rixensart	2020-03-02	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carerras et al
EPI_ISL_406030	Shenzhen/HKU-SZ-002/2020	Asia / China / Guangdong / Shenzhen	2020-01-10	The University of Hong Kong - Shenzhen Hospital	Li Ka Shing Faculty of Medicine, The University of Hong Kong	Chan et al
EPI_ISL_493151	Wuhan/0125-A145/2020	Asia / China / Hubei / Wuhan	2020-01-25	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_497988	SouthKorea/KCDC2087/2020	Asia / South Korea / South Korea / 	2020-02-23	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_416575	Japan/DP0121/2020	Asia / Japan / Japan / 	2020-02-15	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_416743	CzechRepublic/ChVir1912/2020	Europe / Czech Republic / Prague / 	2020-03-05	NRL for Influenza, Centrum Epidemiology and Microbiology of National Institute of Public Health, Czech Republic	Charite Universitaetsmedizin Berlin, Institute of Virology	Victor M Corman et al
EPI_ISL_464460	England/201080077/2020	Europe / United Kingdom / England / 	2020-03-04	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_480060	Japan/PG-0391/2020	Asia / Japan / Chubu / 	2020-03-05	Nagoya City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_454592	Croatia/297_Varazdin/2020	Europe / Croatia / Varazdin / 	2020-03-05	University Hospital for Infectious Diseases "Dr. Fran Mihaljević", Research Unit	University of Zagreb, Centre for research and knowledge transfer in biotechnology	Ivan-Christian Kurolt et al
EPI_ISL_434571	HongKong/HKU-001a/2020	Asia / Hong Kong / Hong Kong / 	2020-01-22	Microbiology, The University of Hong Kong	Microbiology, The University of Hong Kong	Chan et al
EPI_ISL_454456	Sweden/20-08082/2020	Europe / Sweden / Stockholm / 	2020-03-05	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_464347	England/201041387/2020	Europe / United Kingdom / England / 	2020-03-02	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_435587	USA/CA-SCCPHD-UC108/2020	North America / USA / California / Santa Clara County	2020-02-29	Santa Clara County Public Health Department	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al
EPI_ISL_428828	Singapore/49/2020	Asia / Singapore / Singapore / 	2020-03-08	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
EPI_ISL_434127	USA/WA-S367/2020	North America / USA / Washington / 	2020-03-08	Washington State Department of Health	Seattle Flu Study	Chu et al et al
EPI_ISL_410713	Singapore/7/2020	Asia / Singapore / Singapore / Singapore	2020-01-27	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Octavia S et al
EPI_ISL_415708	Switzerland/GE-HUG-4984/2020	Europe / Switzerland / Geneva / 	2020-03-07	University Hospitals of Geneva Laboratory of Virology	University Hospitals of Geneva Laboratory of Virology	Laubscher F. et al
EPI_ISL_538435	Singapore/36nan/2020	Asia / Singapore / Singapore / 	2020-02-16	Department of Laboratory Medicine, Tan Tock Seng Hospital	Department of Laboratory Medicine, Tan Tock Seng Hospital	Chen YYC et al
EPI_ISL_410218	Taiwan/NTU02/2020	Asia / Taiwan / Taiwan / Taipei	2020-02-05	Department of Laboratory Medicine, National Taiwan University Hospital	Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine	Shiou-Hwei Yeh et al
EPI_ISL_425798	Scotland/CVR67/2020	Europe / United Kingdom / Scotland / 	2020-03-07	West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	COVID-19 Genomics UK (COG-UK) Consortium	Ana da Silva Filipe et al
EPI_ISL_417009	Belgium/ULG-3665/2020	Europe / Belgium / Liège / 	2020-03-07	Department of Clinical Microbiology	GIGA Medical Genomics	Durkin Keith et al
EPI_ISL_406973	Singapore/1/2020	Asia / Singapore / Singapore / Singapore	2020-01-23	Singapore General Hospital	National Public Health Laboratory	Mak et al
EPI_ISL_418512	Hangzhou/HZ481/2020	Asia / China / Zhejiang / Hangzhou	2020-01-25	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
EPI_ISL_419553	USA/RI_0520/2020	North America / USA / Rhode Island / 	2020-02-28	RI State Health Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_417126	USA/WA-S73/2020	North America / USA / Washington / 	2020-03-05	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_418516	Ireland/TA-NVRL-21023/2020	Europe / Ireland / Tipperary / 	2020-03-06	UCD National Virus Reference Laboratory	UCD National Virus Reference Laboratory	Michael Carr et al
EPI_ISL_539501	Spain/AR-ISCIII-201587/2020	Europe / Spain / Aragon / 	2020-03-05	Hospital Clínico Universitario Lozano Blesa	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_451314	Sichuan/SC-GA-063/2020	Asia / China / Sichuan / 	2020-01-30	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_419214	HongKong/HKPU39-3001/2020	Asia / Hong Kong / Hong Kong / Hong Kong	2020-02-10	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG et al
EPI_ISL_417851	Iceland/53/2020	Europe / Iceland / Reykjavik / 	2020-03-05	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
EPI_ISL_403932	Guangdong/20SF012/2020	Asia / China / Guangdong / Shenzhen	2020-01-14	Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health	Department of Microbiology, Guangdong Provincial Center for Diseases Control and Prevention	Min Kang et al
EPI_ISL_497997	SouthKorea/KCDC2096/2020	Asia / South Korea / South Korea / 	2020-03-01	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_431101	India/TG-GMC-RK100/2020	Asia / India / Telangana / Hyderabad	2020-03-01	Department of Microbiology,Gandhi Medical College and Hospital	Virus Research Laboratory, Department of Zoology, Osmania University,Hyderabad,India	Muttineni Radhakrishna et al
EPI_ISL_421258	Shangrao/JX1974/2020	Asia / China / Jiangxi / Shangrao	2020-02-08	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li et al
EPI_ISL_416584	Japan/DP0200/2020	Asia / Japan / Japan / 	2020-02-15	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_408431	France/IDF0626/2020	Europe / France / Ile de France / Paris	2020-01-29	Sorbonne Université, Inserm et Assistance Publique-Hôpitaux de Paris (Pitié Salpétrière)	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert et al
EPI_ISL_455883	Sweden/20-50242/2020	Europe / Sweden / Stockholm / 	2020-03-07	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_480033	Japan/PG-0363/2020	Asia / Japan / Kanto / 	2020-02-22	Tochigi Prefectural Institute of Public Health and Environmental Science	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_417066	USA/WA-S13/2020	North America / USA / Washington / King County	2020-03-03	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_497998	SouthKorea/KCDC2097/2020	Asia / South Korea / South Korea / 	2020-02-27	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_420331	Belgium/LY-030575/2020	Europe / Belgium / Maaseik / Bree	2020-03-05	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_454883	Sweden/20-50139/2020	Europe / Sweden / Stockholm / 	2020-03-04	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_418515	Hangzhou/HZ638/2020	Asia / China / Zhejiang / Hangzhou	2020-01-25	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
EPI_ISL_418508	Hangzhou/HZ162/2020	Asia / China / Zhejiang / Hangzhou	2020-01-23	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
EPI_ISL_450409	HongKong/HKU-911a/2020	Asia / Hong Kong / Hong Kong / 	2020-01-30	unknown	Microbiology	To et al
EPI_ISL_417318	USA/CA-SCCPHD-UC14/2020	North America / USA / California / Santa Clara County	2020-02-29	Santa Clara County Public Health Department	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al
EPI_ISL_460353	USA/MA-MGH-00416/2020	North America / USA / Massachusetts / 	2020-03-07	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
EPI_ISL_424878	USA/NJ_3592/2020	North America / USA / New Jersey / 	2020-03-04	NJ Public Health and Environmental Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_480047	Japan/PG-0377/2020	Asia / Japan / Chubu / 	2020-02-25	Nagoya City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_426044	USA/NY-Wadsworth-11291-01/2020	North America / USA / New York / 	2020-03-06	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al
EPI_ISL_414554	Netherlands/Utrecht_15/2020	Europe / Netherlands / Utrecht / 	2020-03-08	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse et al
